Codigo_Barras;Codigo_Barea
8470001631848;7750173
8527853;8527853
8420499120256;8527853
8527956;8527956
8420499120959;8527956
4341897;4341897
8414099001046;4341897
38414099001030;4341897
38414099002167;4341897
6020486;6020486
55270833698;6020486
55270833698;6020486
10055270833695;6020486
8414312027600;7330482
8414312032000;7330483
8414312001358;7330484
8414312000306;7330485
4103040905222;7750210
8437012551053;6015555
7614961;7614961
5601036307047;7614961
8411300026157;7614961
8411300040467;7614961
18411300026154;7614961
18411300029001;7614961
28411300026151;7614961
3600540045577;7621460
5601036307030;7621460
8411300029004;7621460
8411300040474;7621460
28411300029008;7621460
8410515633655;7050002
18410515633652;7050002
7039092;7039092
8410857006063;7039092
18410857003434;7039092
8410020394218;7030154
8410436089395;7030154
8410436089401;7030154
8410436172431;7030154
7530464;7530464
8410857070002;7530464
8410857170085;7530464
18410857070009;7530464
7533072;7533072
8410857373004;7533072
8410857501315;7533072
18410857501312;7533072
18410857502357;7533072
7535050;7535050
8411228753500;7535050
18411228753507;7535050
7350132;7350132
8410412020893;7350132
18410412020890;7350132
7350157;7350157
8410436274302;7350157
8410436274319;7350157
8410436274852;7350157
8410436274869;7350157
7350151;7350151
8410436252355;7350151
8410436252362;7350151
8410436256377;7350151
8414493990021;6010351
8414493990014;6010362
5449000120731;6010008
5449000122018;6010008
5449000084569;6010006
5449000084842;6010006
5449000162199;6017777
5449000162731;6017777
6018579;6018579
3700123300014;6018579
3700123300021;6018579
7613035786875;6017755
7613035786882;6017755
3700123300137;6018775
3700123300236;6018775
6010057;6010057
8411228010054;6010057
18411228010051;6010057
6010075;6010075
8411228010078;6010075
18411228010075;6010075
8411228010085;6010083
18411228010082;6010083
6010046;6010046
8411228010047;6010046
18411228010044;6010046
6010062;6010062
8411228010061;6010062
18411228010068;6010062
6018758;6018758
8411228601870;6018758
18411228601877;6018758
8411228010092;6010095
18411228010099;6010095
8412361000032;6010174
8412361600157;6010174
28412361000036;6010174
8412361000056;6010003
18412361000053;6010003
8412361999985;6010007
8412361999992;6010007
8412361000018;6010185
8412361200012;6010185
38412361000019;6010185
8412361000087;6010196
28412361000081;6010196
3068320109398;6010019
3068320109404;6010019
3068320107318;6010020
3068320107349;6010020
6010022;6010022
8410728401164;6010022
18410728401161;6010022
6018585;6018585
8410055151022;6018585
8410055151039;6018585
8410055125047;6010270
8410055125054;6010270
8410055125061;6010270
8410055151015;6010270
8410055151121;6010270
18410055125051;6010270
28410055125058;6010270
6010021;6010021
8410055033601;6010021
8410055033700;6010021
8410055033717;6010021
8410055133608;6010021
8410055150223;6010005
6010177;6010177
8410055150018;6010177
8410055150070;6010177
8410055150124;6010177
8410055050011;6010475
8410055050028;6010475
8410055050240;6010475
8410055050257;6010475
8410055033021;6010372
8410055033359;6010372
8410055033120;6010056
8410055033250;6010056
8410055033014;6010491
8410055133387;6010491
8410055133394;6010491
8410055500011;6010970
8410055500035;6010970
8410055050066;6010060
8410055501131;6019001
8410055501148;6019001
18410055501145;6019001
6010024;6010024
8410055770001;6010024
8410055770018;6010024
6018888;6018888
8410055770025;6018888
18410055770039;6018888
8410055300000;2450291
8410055300024;2450291
6013070;6013070
8429359004002;6013070
8429359004200;6013070
48429359000088;6013070
8412361101081;6011176
28412361101085;6011176
6010578;6010578
8410728091136;6010578
8410728180120;6010578
8410728180137;6010578
18410728100057;6010578
18410728180134;6010578
84107281001374;6010578
8410728100012;6010255
8410728100029;6010255
8410728100128;6010255
6010476;6010476
8410728510002;6010476
8410728510019;6010476
8410728510026;6010476
8410728510033;6010002
8410728510125;6010002
8410728510200;6010002
6010058;6010058
8410728000220;6010058
8410728120027;6010058
6010023;6010023
8410728400136;6010023
8410728400143;6010023
8410728104003;6010410
8410728104010;6010410
6010004;6010004
8410728104102;6010004
8410728104119;6010004
6018787;6018787
8410728000602;6018787
8410728000619;6018787
6015957;6015957
8410055885743;6015957
18410055885757;6015957
6011111;6011111
8410055885101;6011111
8410055885118;6011111
6017585;6017585
8410055885705;6017585
8410055885712;6017585
8420627000030;6010152
8420627000016;6010093
8420627000047;6011479
8412042003024;6010670
8412042502312;6010670
8412042503029;6010670
8412042503036;6010670
8412042502381;6011670
8412042503074;6011670
8002270856501;6018877
8002270856525;6018877
8002270806520;6017788
8002270816475;6017788
6010395;6010395
8411547000057;6010395
8411547000255;6010395
8411547001061;6010395
8411547001078;6010395
18411547000054;6010395
38411547000058;6010395
6010001;6010001
8411547001085;6010001
8411547001092;6010001
8411547001504;6010001
8411547011503;6010001
18411547001501;6010001
6012672;6012672
8411547000156;6012672
8411547000187;6012672
8411547009159;6012672
8411547210449;6012672
8411547210456;6012672
8411547210463;6012672
8411547210470;6012672
8411547210487;6012672
18411547000153;6012672
18411547210460;6012672
6012775;6012775
8411547000606;6012775
18411547000603;6012775
6011972;6011972
8410749001107;6011972
8410749001206;6011972
6012075;6012075
8410749001121;6012075
8410749001220;6012075
6010082;6010082
8410749001114;6010082
8410749001138;6010082
8410749001237;6010082
843085010936;7750929
8430835010936;7750929
8470003335959;7750666
7530084;7530084
8410088000021;7530084
8412460400306;7530084
28412460400300;7530084
7530073;7530073
8410088000137;7530073
8412460405004;7530073
18410088000134;7530073
18412460405001;7530073
1237717;1237717
8487868587867;1237717
6460071;6460071
7702049000364;6460071
7702049001194;6460071
17702049000071;6460071
6460510;6460510
8412006107157;6460510
8412006400258;6460510
28412006107151;6460510
48412006400263;6460510
8412730005002;1513379
8412730012505;1513379
6460123;6460123
8420517352546;6460123
6420775;6420775
8420517432521;6420775
6423770;6423770
8412006101155;6423770
18412006101152;6423770
28412006101159;6423770
1513276;1513276
8420517754562;1513276
6460101;6460101
8437001162499;6460101
8437001162079;6460720
6460694;6460694
9001700000025;6460694
9001700090576;6460694
7534575;7534575
8410857141276;7534575
8410857501131;7534575
18410857501138;7534575
7534671;7534671
8410857141269;7534671
8410857500998;7534671
18410857500995;7534671
8520036;8520036
8002522510601;8520036
28002522510605;8520036
8413520000986;8041342
4891813856221;8110058
8422751000085;1275658
8437013511032;1185757
8437002400217;1275598
2748788;2748788
8410182800251;2748788
48410182800259;2748788
2740695;2740695
8410182800053;2740695
38410182800054;2740695
8410182066909;2740592
8410182800152;2740592
28410182800156;2740592
2741111;2741111
8412346000507;2741111
2740002;2740002
8412346000453;2740002
18412346000450;2740002
2740003;2740003
8412346643254;2740003
2740004;2740004
8412346000736;2740004
18412346000733;2740004
2740001;2740001
8412346000132;2740001
8410092126120;5319011
8410074005597;5310009
8410074405595;5310009
8411228123310;1233101
1237576;1237576
8437010604027;1237576
8485868789892;1237576
4000530667847;7910991
8410412702911;7550350
18410412702918;7550350
4034590;4034590
8410867047186;4034590
8410867400363;4034590
4020190;4020190
8410867001003;4020190
8410867021001;4020190
4020292;4020292
8410867000389;4020292
8410867005155;4020292
8410090200068;4020016
18410090200065;4020016
8410063063676;5057595
18410063063673;5057595
4030096;4030096
8423128000271;4030096
18423128000285;4030096
8410867401599;4030035
8410867401605;4030035
4031003;4031003
8410867402947;4031003
8410867402954;4031003
5550022;5550022
8428907000176;5550022
5410029;5410029
8437009291405;5410029
8411228552288;5522860
18411228552285;5522860
5559002;5559002
8428907000091;5559002
18428907000098;5559002
8410090200136;4033007
18410090200133;4033007
8437005122079;4030458
8437005122376;4030458
8429040005899;5575050
8410843067887;5050009
4021290;4021290
8420321030555;4021290
4020395;4020395
2011769012027;4020395
8411769012029;4020395
8411769012036;4020395
8411769012043;4020395
8411769012258;4020395
8411769092021;4020395
8411769092038;4020395
8411769092045;4020395
4020017;4020017
8412100030504;4020017
18412100030501;4020017
4021091;4021091
8412100030603;4021091
18412100030600;4021091
8421654006774;5320943
2930337;5180510
8410867402589;4030044
8410867402671;4030044
8436046904255;4030062
5500027;5500027
8437009291153;5500027
8413239008112;1120022
1120250;1120250
8420309600367;1120250
28420309600361;1120250
8001598021622;1128557
8005531023056;1120210
1124490;1124490
8410244013438;1124490
8410244113435;1124490
8410810002804;1124490
8410810902807;1124490
8411210017719;1124490
8411210771017;1124490
8411884003001;1124490
8420068100603;1124490
8420686301017;1124490
8436000472936;1124490
18411884003008;1124490
18436000472933;1124490
38410244013439;1124490
68410244113437;1124490
1120032;1120032
8437001960194;1120032
18437001960191;1120032
8437009444016;1120001
1120012;1120012
8420309600152;1120012
28420309600156;1120012
1120013;1120013
8420309600169;1120013
28420309600163;1120013
8437000300236;1120009
8437000300076;1120464
8437000300069;1120453
8435352810328;1120033
8435352810069;1120028
1120372;1120372
8411228112031;1120372
8411916081731;1120372
8412020500033;1120372
18411916081738;1120372
48412020500031;1120372
8410810905051;1120593
1121690;1121690
8410244013308;1121690
8410244113305;1121690
8410810002859;1121690
8410810902838;1121690
8410810902852;1121690
8410810904276;1121690
8411210017504;1121690
8411210017528;1121690
8411884003025;1121690
8420068100429;1121690
8420068100429;1121690
18411884003022;1121690
38410244013309;1121690
38420068100420;1121690
68410244113307;1121690
84112107500146;1121690
1120290;1120290
8410244016057;1120290
8410244116054;1120290
8410810002828;1120290
8410810902821;1120290
8411043010543;1120290
8411210014510;1120290
8411884005012;1120290
8420068100016;1120290
8420068100016;1120290
18411884005019;1120290
28410244016051;1120290
28410244116058;1120290
1125294;1125294
8410244016088;1125294
8410244116085;1125294
8410810002903;1125294
8410810902906;1125294
8411884920513;1125294
8420068100030;1125294
8420068100030;1125294
18411884920510;1125294
28410244016082;1125294
28410244116089;1125294
1120375;1120375
8411916081748;1120375
18411916081745;1120375
8413239008051;1120021
8425806006001;1120026
8425806006018;1120025
