Codigo_Barras;Codigo_Barea
2318585;2318585
8410184023931;2318585
18410184023938;2318585
8410184019781;2310009
18410184019788;2310009
2318787;2318787
8410184030137;2318787
18410184030134;2318787
2310280;2310280
8410184013086;2310280
18410184013083;2310280
2310008;2310008
8410184019774;2310008
18410184019771;2310008
8410184800143;2310092
18410184800140;2310092
8410184800099;2310162
18410184800096;2310162
2313695;2313695
8410184077507;2313695
18410184077504;2313695
28410184077501;2313695
8410184022163;2311004
18410184022160;2311004
8410184022156;2311003
18410184022153;2311003
2310007;2310007
8410184016520;2310007
18410184016527;2310007
2310019;2310019
8410184029797;2310019
18410184029794;2310019
2310020;2310020
8410184029810;2310020
18410184029817;2310020
8410184025324;2310018
18410184025321;2310018
2311001;2311001
8410184022187;2311001
18410184022184;2311001
2311002;2311002
8410184022170;2311002
18410184022177;2311002
8410867403791;4030103
8410867403807;4030103
5250043;5250043
8004551025545;5250043
5250873;5250873
8412800002214;5250873
8412800005291;5250873
8410500018368;5247587
8421550600403;5250273
5250300;5250300
8421550600205;5250300
5255010;5255010
8004551025682;5255010
5250265;5250265
8004551025149;5250265
3023290719091;5290031
3023291719090;5290031
8420756000789;5250072
5250047;5250047
8420756002738;5250047
8410379940340;5250210
5250174;5250174
8412800005437;5250174
18412800005458;5250174
2310013;2310013
8435311100637;2310013
18435311100634;2310013
2310590;2310590
8411228231053;2310590
18411228231050;2310590
84112282310530;2310590
2310475;2310475
8411228231046;2310475
18411228231043;2310475
84112282310462;2310475
2310010;2310010
8435311100460;2310010
18435311100467;2310010
8422435000158;2313393
8422435007317;2313393
8422584018011;7750986
2310997;2310997
8410184010108;2310997
8410184014113;2310997
18410184014110;2310997
28410184010102;2310997
28410184014117;2310997
28410184101138;2310997
2311096;2311096
8410184010207;2311096
8410184014212;2311096
18410184014219;2311096
28410184010201;2311096
28410184014216;2311096
2313091;2313091
8410184138314;2313091
8410184138321;2313091
18410184015544;2313091
18410184138328;2313091
98410184138317;2313091
2310005;2310005
8410184015202;2310005
8410184037143;2310005
18410184015209;2310005
18410184021170;2310005
2310004;2310004
8410184015219;2310004
18410184015216;2310004
8410184133111;2313290
28410184133115;2313290
8410184137317;2312995
8410184137324;2312995
98410184137310;2312995
8410184139311;2313194
8410184139328;2313194
18410184015520;2313194
18410184139325;2313194
98410184139314;2313194
8410084011397;2310490
18410084011912;2310490
8411945004930;4030002
18411945004937;4030002
8410169010147;2310276
28410169010219;2310276
8410184194105;2311199
8410195022510;2311199
8410195222514;2311199
8410324012214;2311199
18410184011065;2311199
28410184194109;2311199
28410324012218;2311199
8410184194204;2311291
8410195022527;2311291
8410195222521;2311291
8410324012207;2311291
18410184013052;2311291
18410184194201;2311291
28410184194208;2311291
28410324012201;2311291
8410074005702;5310027
2311394;2311394
8410184177115;2311394
8410195010517;2311394
8410195210511;2311394
18410184177112;2311394
28410184177119;2311394
28410184771126;2311394
8410184177214;2311497
8410195010524;2311497
8410195210528;2311497
18410184177211;2311497
28410184177218;2311497
28410184772123;2311497
2310016;2310016
8001860254215;2310016
8001860254222;2310016
8410184020459;2310067
18410184020456;2310067
2310011;2310011
8410184020466;2310011
18410184020463;2310011
2310068;2310068
8410184020442;2310068
18410184020449;2310068
2310012;2310012
8410830001214;2310012
18410184020906;2310012
8410830588739;2310006
18410830588736;2310006
2313496;2313496
8410830001016;2313496
18410830001013;2313496
38410830001017;2313496
2313990;2313990
8410830001023;2313990
68410830001025;2313990
8410184022071;2311006
18410184022078;2311006
8410184022095;2311005
18410184022092;2311005
2315758;2315758
8410184027878;2315758
18410184027875;2315758
8410184020473;2310017
18410184020470;2310017
2310015;2310015
8410184020503;2310015
18410184020500;2310015
2312690;2312690
8410901209105;2312690
18410901209102;2312690
2312890;2312890
8410901209020;2312890
18410901209027;2312890
2312790;2312790
8410078000253;2312790
8410901209051;2312790
18410078000250;2312790
18410901109051;2312790
18410901209058;2312790
8424883195714;7751067
3083680600095;5310064
3083680602099;5310064
8410100052229;5325283
8410100082882;5325283
8410200080887;5325283
5312880;5312880
8000920810545;5312880
8000920815373;5312880
8410074002060;5312880
8410074005085;5312880
8410074302061;5312880
8722700028659;5312880
8722700048978;5312880
8436542580533;7910057
8410229080042;4030990
8411391041046;4030990
8411391441044;4030990
2020947936055;8070215
4242002713335;8630125
4242002787763;8630127
4242002395395;8631766
4242002403182;8639002
4242002395715;8630060
4242002689319;8637003
4242002558127;8630067
4242002860343;8630139
4242002522708;8630068
4242002523019;8630068
4242002828565;8630174
4242002812168;8630173
4242002943794;8630172
8412897675322;8630153
8412897675698;8633587
8710103169192;8631173
8710103140078;8639654
8710103165224;8639654
8412897677791;8630151
8412897677838;8630152
8412897665088;8635091
8412897663749;8630039
8412897671140;8630039
8412897665170;8630061
8412897656499;8631626
8470001522252;7750562
12067500706;8110047
12067500706;8110047
1014890;1014890
8410111111205;1014890
8410111111298;1014890
8410111111298;1014890
8410111111359;1014890
8410111995331;1014890
8410111998134;1014890
38410111111206;1014890
48410111111203;1014890
68410111111207;1014890
88410111111201;1014890
8410967001842;1010042
18410967001849;1010042
8410673222227;1010009
18410673222224;1010009
1018592;1018592
8410967002122;1018592
18410967002129;1018592
8410673151367;1082292
8410673251364;1082292
8410967000968;1082292
18410673151364;1082292
18410673251361;1082292
18410967000965;1082292
28410673251368;1082292
8410673196221;1010043
28410673196225;1010043
8410461080305;1081393
18410461080302;1081393
1016199;1016199
8410090010216;1016199
8410090012418;1016199
8410090017031;1016199
8410090017055;1016199
8410090017055;1016199
48410090010214;1016199
48410090012416;1016199
1015578;1015578
8410090052391;1015578
18410090052398;1015578
1012297;1012297
8410090010636;1012297
18410090010633;1012297
1081091;1081091
8410090051004;1081091
58410090051009;1081091
1017878;1017878
8410090105004;1017878
28410090101000;1017878
1019595;1019595
8410090061010;1019595
28410090061014;1019595
1010034;1010034
8410090050656;1010034
58410090060667;1010034
1010054;1010054
8410967001873;1010054
8410967002016;1010054
28410967002010;1010054
8410967100309;1010044
18410967100306;1010044
1015244;1015244
8410967002436;1015244
18410967002433;1015244
1015255;1015255
8410967002443;1015255
18410967002440;1015255
8411186014309;1018998
18411186012463;1018998
18411186014306;1018998
2912345;1010052
2945671;1010052
2955555;1010052
8410315050621;1010052
8410315350400;1010052
8410315370521;1010052
8437007433746;1010028
18437007433743;1010028
8437007433739;1010091
18437007433736;1010091
8410461086000;1081894
8410461860204;1081894
1012091;1012091
8410111211202;1012091
8410111211295;1012091
8410111998103;1012091
38410111211203;1012091
48410111211200;1012091
1081695;1081695
8410111002893;1081695
8410111996253;1081695
8410111997724;1081695
58410111002898;1081695
8410111004088;1010133
8410111998301;1010133
38410111004089;1010133
58410111004083;1010133
1080030;1080030
8410111216009;1080030
68410111216001;1080030
78410111216008;1080030
8410054010801;1017192
18410054010808;1017192
28410054010805;1017192
8410054019811;1012492
18410054019818;1012492
18410054019894;1012492
1010076;1010076
8410628125955;1010076
28410628125959;1010076
1081791;1081791
8410032002859;1081791
8410032285061;1081791
8410032285108;1081791
8410032285504;1081791
18410032285532;1081791
18410032285686;1081791
1010586;1010586
8410032002828;1010586
8410032002927;1010586
18410032282029;1010586
18410032282920;1010586
18410032282975;1010586
18410032292028;1010586
1015298;1015298
8410032002804;1015298
8410032002934;1015298
8410032102801;1015298
8410032280325;1015298
18410032280025;1015298
18410032280063;1015298
18410032293025;1015298
1050593;1050593
8410090374318;1050593
18410090374315;1050593
1080085;1080085
8410090051066;1080085
8410090051073;1080085
1010077;1010077
8410628021240;1010077
8410628021257;1010077
28410628021251;1010077
58410628021245;1010077
1010520;1010520
8410628001259;1010520
8410628206654;1010520
8410628501254;1010520
58410628001254;1010520
58410628501259;1010520
1010612;1010612
8410628000351;1010612
8410628501353;1010612
38410628000352;1010612
38410628001359;1010612
1010019;1010019
8410628000757;1010019
8410628000764;1010019
38410628000765;1010019
1010116;1010116
8410698047621;1010116
8410698247625;1010116
28410698047625;1010116
8410698053011;1080014
58410698053016;1080014
1010117;1010117
8410111005221;1010117
38410111005222;1010117
38410111005567;1010117
8436008374874;1015003
18436008374871;1015003
8421357126212;1048797
8410054011129;1010144
58410054011124;1010144
8410054010849;1010085
28410054010843;1010085
58410054010844;1010085
1010069;1010069
8411320332900;1010069
48411320332908;1010069
8411320382868;1010008
18411320382865;1010008
8411320331705;1010072
18411320331719;1010072
8410599020273;1012571
8410599020518;1010365
1019280;1019280
8410090770479;1019280
8410131012933;1010166
8410131013015;1010166
8410131015354;1010166
8410131019710;1010166
1016890;1016890
8410131012353;1016890
8410131801179;1016890
1010111;1010111
8411735000906;1010111
8411735000906;1010111
8411735110308;1010111
8411735110308;1010111
8411735202140;1010111
8411735202140;1010111
8411735000807;1010273
8411735001118;1010273
8410111006136;1010021
184101111006133;1010021
1016691;1016691
8410032003207;1016691
8410032320069;1016691
8410032320106;1016691
8410032320502;1016691
18410032320530;1016691
1010001;1010001
8410032003344;1010001
8410599024790;1010343
1080192;1080192
8410090530011;1080192
18410090530018;1080192
1011499;1011499
8410090510402;1011499
8410090512413;1011499
8410090517227;1011499
8410090517227;1011499
48410090510400;1011499
48410090512411;1011499
1012790;1012790
8410090510631;1012790
8410090517241;1012790
18410090510638;1012790
1015085;1015085
8410131001050;1015085
8410131020181;1015085
8410131021928;1015085
8410131027104;1015085
18410131027101;1015085
1015555;1015555
8410131000107;1015555
8410131800974;1015555
8411735004942;1010073
8411735004966;1010073
8414430043353;1015577
28414430043357;1015577
8410599024363;1010214
8410599024547;1010236
842976208022;5320291
8429762080228;5320291
18429762080225;5320291
8422217001311;5418785
8422090300105;5416390
8422090800117;5416390
18422090300102;5416390
8422090800162;5419758
18422090800169;5419758
8436008372160;5320170
28436008372164;5320170
8411455025319;5320082
2500062007002;5321186
8437003330438;4035656
8411890144729;1010078
18411890144726;1010078
8437003330186;4038857
8437003330100;4038855
8437003330483;4038877
8437003330261;4035888
8411228557146;5571498
8411228554312;5543170
8437003330209;4039558
8422217001274;5418555
8411735000555;1017885
8410867043751;4030047
8410867400387;4030047
8437003330094;4036565
8437003330216;4035777
8429419004355;5320024
58429419004350;5320024
8429419004911;5328978
8429419005116;5328978
18429419004918;5328978
8425147532429;1010306
1013393;1013393
8411320311103;1013393
8411320321102;1013393
18411320321109;1013393
1013496;1013496
8411320322901;1013496
28411320322905;1013496
48411320322909;1013496
58411320322906;1013496
8410562100261;1013395
8410562402730;1013395
8425672000905;5321121
384256722000906;5321121
1010032;1010032
8410090200105;1010032
18410090200102;1010032
1010634;1010634
8410111004743;1010634
58410111004748;1010634
1010645;1010645
8410111004750;1010645
38410111004751;1010645
58410111004755;1010645
8436008375017;1015006
18436008375014;1015006
1012102;1012102
8410090010650;1012102
18410090010657;1012102
1010999;1010999
8410090620217;1010999
8410090627155;1010999
48410090620215;1010999
1082491;1082491
8410111151201;1082491
8410111151355;1082491
38410111151202;1082491
48410111151209;1082491
8410599020228;1012562
8410599024509;1010332
8410054010863;1080391
18410054010860;1080391
58410054010868;1080391
8410054019866;1080295
18410054019863;1080295
1010295;1010295
8410032003085;1010295
8410032308067;1010295
8410032308104;1010295
8410032308500;1010295
18410032308538;1010295
8425663000211;1010000
8429419000395;5320023
58429419000390;5320023
1010796;1010796
8410032003153;1010796
8410032315065;1010796
8410032315102;1010796
8410032315508;1010796
18410032315536;1010796
18410032315680;1010796
8410111000707;1010579
8410111998257;1010579
8410599024424;1011025
1017775;1017775
8410599023113;1017775
8410599823119;1017775
8429419004904;5328582
18429419004901;5328582
8470001661494;7750265
4918038;4918038
8410740003209;4918038
3282779003124;7750016
3282779003131;7750017
3282779035576;7750015
3282779241502;7750979
3282779402828;7750019
3282779206303;7750023
8431939001875;7750023
3282779402781;7750018
3282779348850;7750020
3282779206280;7750022
8431939001851;7750022
3282779206297;7750024
8431939001844;7750024
3282770037364;7750021
3282779075404;7750021
3282779402903;7750982
3282779402866;7750981
3282779206310;7750025
8431939001868;7750025
4893808540054;8114680
12067500409;8110033
8410946000026;3510011
7622210243478;2525579
3510015;3510015
8410714106899;3510015
8410714107018;3510015
8410714107353;3510015
8410714107360;3510015
18410714107015;3510015
18410714107367;3510015
3510150;3510150
8410714102129;3510150
8410714105014;3510150
8480024150059;3510150
18410714105387;3510150
18480024150056;3510150
3510008;3510008
8410714101634;3510008
18410714101631;3510008
88410714101630;3510008
8410714105847;3510286
8410714106028;3510286
3519879;3519879
8410714107476;3519879
8410714107506;3519879
18410714107503;3519879
8410714106479;3510581
8410714106479;3510581
8410714106691;3510581
18410714106698;3510581
8410714107322;3511111
8410714107339;3511111
18410714107336;3511111
3510191;3510191
4047008000928;3510012
4047008000935;3510012
8410714102105;3511092
8410714103133;3511092
3519999;3519999
8410714106868;3519999
8410714106981;3519999
18410714106988;3519999
3518787;3518787
8410714107735;3518787
8410714107742;3518787
18410714107749;3518787
3510592;3510592
8410014436955;3510592
8410014856654;3510592
8412200279001;3510592
18410014436952;3510592
18410014856651;3510592
3519295;3519295
8410714106905;3519295
8410714107025;3519295
8410714107414;3519295
8410714107421;3519295
18410714107022;3519295
18410714107428;3519295
3519797;3519797
8410714107469;3519797
28410714107463;3519797
8410714108121;3917575
18410714108128;3917575
8410714108107;3917878
18410714108104;3917878
3517878;3517878
8437001499083;3517878
8437001499106;3517878
8410714105854;3510558
8410714106042;3510558
3517777;3517777
8410714107483;3517777
8410714107520;3517777
28410714107517;3517777
3510091;3510091
8410714101764;3510091
8410714103102;3510091
8410714106417;3510091
3510294;3510294
8411228351027;3510294
8411432113480;3510294
8420971001486;3510294
8437001499045;3510294
8437001499052;3510294
8437002281038;3510294
18422162000015;3510294
8410714105007;3510172
8410714105038;3510172
4047008000898;3510022
4047008000904;3510022
8412536597619;8437951
8435068011828;8437951
8435149202954;8437951
8435149237512;8437951
4000530630636;7914724
4000530663634;7915523
8425131123077;8520005
4040900001772;5250172
94040900001775;5250172
5703985080092;5250198
5703985084311;5250198
8435029731819;8110807
7590215;7590215
8426423002001;7590215
18426423002107;7590215
8410662000492;5322984
8411228532297;5322984
5320222;5320222
8429762080235;5320222
18429762080232;5320222
5250490;5250490
8411455033437;5250490
18411455010435;5250490
5320104;5320104
8411228532013;5320104
8412626001538;5320104
8412626991532;5320104
98412626991535;5320104
5320124;5320124
8412626995271;5320124
98412626995274;5320124
198412626995274;5320124
5320099;5320099
8413830600319;5320099
8413830603310;5320099
5320098;5320098
8413830600548;5320098
8413830600579;5320098
8429419006144;5327006
8429419000364;5320027
58429419000369;5320027
8412540009429;5320117
18412540009426;5320117
5320118;5320118
8412540009290;5320118
18412540009297;5320118
5320127;5320127
8412540009283;5320127
18412540009280;5320127
8412540009344;5320126
8412540009573;5327780
18412540009570;5327780
8437002608699;1070075
8411455033369;5320083
8411455033369;5320083
8411455033130;5322785
2500028007008;5321046
8411228555982;5559870
8411228115254;4810395
4812592;4812592
8411228481250;4812592
8411228550222;5502265
1070473;1070473
8410662001109;1070473
8411228554503;5545047
8435217702713;5514774
8425526003946;5546469
8411228557184;5571862
18411228557181;5571862
8411228551496;5521924
8411228551816;5500090
18411228551813;5500090
8411228541633;5416380
8411228418232;4182393
8424787002170;5541336
18424787002177;5541336
8411228481526;4815201
8411228482295;4822905
8428907000152;5411110
5413682;5413682
8411228541367;5413682
8428907000039;5413682
18428907000036;5413682
8411228483018;5532077
18411228483015;5532077
8411228483025;5546684
18411228483022;5546684
4816700;4816700
8411228481670;4816700
8411228482202;4822076
8410662004919;1070033
8410063038186;5570946
18410063038183;5570946
8411228482264;4822695
8411228482271;4822706
8411228482363;4823626
18411228482360;4823626
8411228482301;4823006
18411228482308;4823006
8411455033123;4810595
8411228481069;4810610
18411228481066;4810610
8436544690315;5570055
8436544692630;5570055
184365446903158;5570055
8424787002132;5549316
4810170;4810170
8411228481014;4810170
4810370;4810370
8411228481038;4810370
4812990;4812990
8411228234856;4812990
4820194;4820194
8410599078106;4820194
8410599178103;4820194
8410599978109;4820194
18410599178100;4820194
28410599178107;4820194
28410599978103;4820194
5040056;5040056
8410320256902;5040056
38410320256903;5040056
5040055;5040055
8410320256896;5040055
38410320256897;5040055
5040015;5040015
8410320084925;5040015
98410320084928;5040015
8410320001663;5046484
8410320001663;5046484
38410320001664;5046484
38410320011663;5046484
38410320078581;5046484
5050146;5050146
8413158015468;5050146
8413158546351;5050146
18413158015465;5050146
8411228505000;5050071
8426460021737;5050071
98426460021730;5050071
5057759;5057759
8413158542544;5057759
98413158154252;5057759
5055088;5055088
8413158006183;5055088
8426460001517;5055088
98413158006186;5055088
98413158154634;5055088
98426460001510;5055088
2450434;5043485
8424255004538;5043485
8424255004552;5043485
8424255050061;5043485
8424255530396;5043485
8424255955090;5043485
8424455027238;5043485
8424455028488;5043485
8414000054994;5110350
8417000054995;5110350
5040008;5040008
8410843050612;5040008
18410843012983;5040008
48410843050610;5040008
5057075;5057075
8410843037354;5057075
18410843009341;5057075
18410843036217;5057075
48410843036218;5057075
48410843037352;5057075
8410843018094;5030145
18410843018091;5030145
18410843100338;5030145
5031579;5031579
8410843057345;5031579
18410843057342;5031579
8410843102250;5040049
18410843102257;5040049
5051068;5051068
8410843013853;5051068
18410843013850;5051068
8410843050704;5050068
18410843034923;5050068
18410843050701;5050068
5050160;5050160
8410843106845;5050160
18410843106842;5050160
5040280;5040280
2128900001809;5040280
8410060289000;5040280
18410060289007;5040280
2940370;5043684
1180209300008;5043684
2118020003722;5043684
2118020004002;5043684
8410060180208;5043684
5040475;5040475
8437002866600;5040475
8437008799810;5040475
8420962263022;5040141
8420962321012;5040141
8420962261011;5040158
2900612;5048585
8421654006101;5048585
8421654006125;5048585
5040026;5040026
8410320175647;5040026
38410320105034;5040026
38410320175693;5040026
8410320175876;5040004
8410320175876;5040004
38410320175877;5040004
18410486081018;5047184
48410486081019;5047184
8410320175715;5040025
38410320175716;5040025
8410486081110;5020514
18410486081117;5020514
8410486081011;5040034
38410320115521;5040034
38410320242630;5040034
5048080;5048080
8410160020206;5048080
8410160035231;5048080
8410160520201;5048080
18410160520208;5048080
5040001;5040001
8410762210418;5040001
18410762210415;5040001
2944877;5043787
2944884;5043787
2948365;5043787
2948366;5043787
2974921;5043787
5043787;5043787
8421906049214;5043787
8421906049221;5043787
8421906492140;5043787
98421906749216;5043787
8437014958010;2557897
18437014958017;2557897
8410086521030;5320993
18410086521037;5320993
4000530644886;7915531
8412574000126;8056053
8412897676008;8633598
8422259260288;8114293
3504105017286;7320078
8429004521519;8460016
8429004521519;8460016
8429004921517;8460016
8460015;8460015
8429004516508;8460015
8429004916506;8460015
8460014;8460014
8429004508701;8460014
8429004508701;8460014
8429004908709;8460014
8520084;8520084
8412487012520;8520084
8412487900568;8520084
8412487003320;8056156
8056252;8056252
8412487000824;8056252
8435029785348;7570203
8435029785331;7570204
8435029785409;7570205
8435029785324;7570206
8410765883763;8057070
8050884;8050884
8410765883855;8050884
8058654;8058654
8410765883862;8058654
8058750;8058750
8410765883879;8058750
8050218;8050218
8410765883923;8050218
8412508110013;8120453
8423285150017;8120453
8429905010853;8070066
8429905010860;8070067
8429905010877;8070068
8429905010884;8070069
4006932756189;7911372
4000530611987;7914734
8524655;8524655
8412487000848;8524655
8412487010816;8524655
8524751;8524751
8412487000855;8524751
8412487010823;8524751
8524854;8524854
8412487000862;8524854
8412487010830;8524854
8441086;8441086
8412487000879;8441086
4006932647500;7911376
4006932647517;7911377
8436541472426;8045002
18436541472423;8045002
8045001;8045001
8436541472471;8045001
18436541472478;8045001
8425901990083;8110197
18425901990080;8110197
8466256;8466256
8420499132488;8466256
8436541472525;8045000
18436541472522;8045000
8435163401241;8050023
28435163401245;8050023
8050024;8050024
8435163400411;8050024
8435163400411;8050024
28435163400415;8050024
8435163400657;8050021
28435163400651;8050021
8435163400954;8050022
8435163400954;8050022
28435163400958;8050022
8050025;8050025
8435163401043;8050025
28435163401047;8050025
8520326;8520326
8412487008790;8520326
8050243;8050243
8413020211509;8050243
8050140;8050140
8413020211400;8050140
8050136;8050136
8413020211301;8050136
4000530611963;7912062
8422217001076;5320207
18422217001073;5320207
8422217003827;5320208
18422217003671;5320208
5329977;5329977
8411455025692;5329977
8422217003407;5328667
5328887;5328887
8411455010698;5328887
8436008372399;5320168
28436008372393;5320168
8436042741151;5321010
8429419006113;5327003
8429419004379;5320021
58429419004374;5320021
8400000025607;5328260
8411455025609;5328260
8411455325600;5328260
8436042741434;5321075
8429419005475;5320051
8436008372382;5320169
38436008372383;5320169
8436042742974;5320056
1110090;1110090
8410182500113;1110090
8410182507112;1110090
38410182507113;1110090
8436042742981;5320057
8436042740260;5320058
8410044001420;1110880
18410044000147;1110880
8410044001376;1110990
18410044000130;1110990
8436042741519;5320059
8436042742257;5320061
1110185;1110185
8410182509253;1110185
1110023;1110023
8410182502346;1110023
48410182502344;1110023
88410182502342;1110023
8410954003033;1111990
38410954003034;1111990
8436042741915;5320062
8429419006182;5327007
8429419004294;5320029
58429419004299;5320029
8436042740284;5320063
8436042740246;5320060
8436042742837;5320064
8435306285462;7914570
8435306285943;7914570
8435306287459;7914570
8412428015658;8110187
18412428015655;8110187
8715409071255;7910458
8715409071279;7910458
8435306251276;7914594
8435306251597;7914594
8435306251283;7914595
8435306251603;7914595
8435465014316;7914260
8435306257292;7911210
8435306274107;7911239
8435306274022;7911237
8412428017539;8110185
18412428017536;8110185
8435306298905;7914794
8435306290374;7914781
8435465014545;7914262
8422611120304;8075362
8420707001247;8140753
8420707006518;8140753
8420707006525;8140753
8420707007096;8140753
8420707209926;8140753
38420707006519;8140753
8140856;8140856
8420707210045;8140856
8420707263362;8140856
8420707285456;8140856
8420707300333;8140856
38420707007097;8140856
38420707285457;8140856
8413980001509;8048878
18413980001506;8048878
8413980001523;8047777
8413980100158;8047777
18413980001520;8047777
8413980000229;8040077
28413980000223;8040077
8061278;8061278
8411442050508;8061278
18411442050505;8061278
8413980001172;8040075
28413980001176;8040075
8428832022755;8041165
8428832022656;8041143
8424385342043;8423354
8480024909398;8041250
8437009822494;8040074
8040073;8040073
8437009822487;8040073
8040072;8040072
8437009822517;8040072
27084545937;8110088
27084545944;8110088
456728332426;8111033
27084581898;8110089
27084581898;8110089
27084581904;8110089
27084706062;8110102
4891813820574;8510272
4930450;4930450
8410282205130;4930450
58410282205135;4930450
841019606111;2420112
8410152004955;2472094
8410152004962;2472094
8410152006140;2472094
8410152006126;2472095
8410152006218;4995557
8410152006201;4990591
18410152004983;4990591
2421101;2421101
8421439000409;2421101
18421439000406;2421101
2421102;2421102
8421439000423;2421102
18421439000420;2421102
2420144;2420144
8421439004193;2420144
18421439004190;2420144
2421110;2421110
1421439000215;2421110
8421439000218;2421110
3350021;3350021
8410076473431;3350021
8410076573506;3350021
3327887;3327887
8410076472151;3327887
8410076572165;3327887
4042288008435;7750561
4042288008442;7750561
4042288113405;7750560
4042288113412;7750560
4042288013644;7750559
4042288013651;7750559
74170252125;7599208
74170252125;7599208
74170252132;7599208
74170252149;7599208
74170252149;7599208
74170252156;7599208
74170252156;7599208
74170252163;7599208
74170252163;7599208
74170252170;7599208
74170252170;7599208
74170252187;7599208
74170252187;7599208
74170252194;7599208
74170252194;7599208
74170252200;7599208
74170252200;7599208
74170252217;7599208
74170252217;7599208
74170252224;7599208
74170252231;7599208
74170252248;7599208
74170252248;7599208
74170252255;7599208
74170252255;7599208
74170252262;7599208
74170252262;7599208
74170252279;7599208
74170252279;7599208
74170252286;7599208
74170252286;7599208
74170252293;7599208
74170252293;7599208
74170252309;7599208
74170252309;7599208
74170252316;7599208
74170252316;7599208
74170385250;7599208
74170385267;7599208
74170385274;7599208
74170385298;7599208
74170385311;7599208
3607348154494;7599208
3607348154548;7599208
3607348154623;7599208
3607348154692;7599208
3607348154715;7599208
3607348154760;7599208
3607348154777;7599208
74170251821;7599198
74170251821;7599198
74170251852;7599198
74170251869;7599198
74170251869;7599198
74170251890;7599198
74170251890;7599198
74170251906;7599198
74170251937;7599198
74170251937;7599198
74170251951;7599198
74170251951;7599198
74170251975;7599198
74170251975;7599198
74170252002;7599198
74170252002;7599198
74170252019;7599198
74170252019;7599198
74170337907;7599198
7211967;7211967
8412524000336;7211967
8412524000343;7211967
7224265;7224265
8412524015880;7224265
7212066;7212066
8412524000374;7212066
7224464;7224464
8412524015910;7224464
7213563;7213563
8412524000299;7213563
8412524000305;7213563
7224663;7224663
8412524015859;7224663
8422217002455;5515577
7910058;7910058
8436542581783;7910058
8436542582162;7910058
7910060;7910060
8436542581820;7910060
7910059;7910059
8436542581790;7910059
8436542581806;7910059
8424644001216;7910047
84246444990558;7910047
7910048;7910048
8424644001223;7910048
8424644001742;7910048
842464449901456;7910048
7911148;7911148
8424644001759;7911148
8410320137287;5020033
38410320104648;5020033
38410320137288;5020033
8410320137270;5020032
38410320104624;5020032
38410320137271;5020032
8424644411053;7520009
8424644420956;7520010
8424644421458;7520012
7917079;7917079
843654258176;7917079
8437009160312;7917079
7917078;7917078
843654258175;7917078
8437009160305;7917078
7917077;7917077
843654258177;7917077
8437009160329;7917077
8424644401054;7520024
8424644000950;7520025
8424644401559;7520023
8424644000943;7520057
2559091;2559091
8410706004738;2559091
78410706004737;2559091
2559090;2559090
8410706004745;2559090
78410706004744;2559090
8422830001101;8110502
4242002389639;8631502
4242002422077;8630009
4242002516400;8639575
8412897676732;8633577
4242002422091;8630033
8412897678798;8630154
8436017653199;8421556
8436017653212;8421556
8436017653373;8421556
8412897668355;8422654
8412852432304;8613356
8412852437705;8613356
8412852436104;8613452
8619656;8619656
8412852468006;8619656
8610015;8610015
8412852436906;8610015
8613651;8613651
8412852438306;8613651
8610019;8610019
8412852437118;8610019
8412852438801;8610017
8412852438504;8613850
8412852467603;8613850
8412852437408;8610016
8412852469904;8615550
8412852537009;8610103
8412852837000;8610103
8615653;8615653
8412852468204;8615653
8412852470207;8615653
8410300345336;4210008
8410300555339;4210008
8410300345343;4210009
8410300555346;4210009
8412955063139;7344563
74170384581;7490009
3607345693149;7490137
3614221103609;7490016
3607342682757;7550596
8611352;8611352
8412852422008;8611352
8611455;8611455
8412852422015;8611455
8611256;8611256
8412852824215;8611256
8412852824215;8611256
8611153;8611153
8412852824109;8611153
8412852824208;8611153
8611551;8611551
8412852425108;8611551
8412852850108;8611551
8611654;8611654
8412852425115;8611654
8618256;8618256
8412852930435;8618256
8437014958041;2550147
18437014958048;2550147
8423294001683;2422122
8423294001690;2422122
2422120;2422120
8423294001584;2422120
8423294001591;2422120
5310025;5310025
8410762223036;5310025
18410762223033;5310025
28410762223030;5310025
5416288;5416288
7613032226237;5416288
7613032227142;5416288
7613032506490;5416288
8410239016512;5416288
8410239040722;5416288
8410239999013;5416288
8411228541626;5416288
5500951;5500951
8410705003633;5500951
48410705003631;5500951
8410762223005;5310001
18410762223002;5310001
8410762223081;5310070
18410762223088;5310070
5310010;5310010
8410762223029;5310010
18410762223026;5310010
28410762223023;5310010
8410762223012;5310003
18410762223019;5310003
5310069;5310069
8410762223067;5310069
18410762223064;5310069
4046871000196;7380100
4046871000202;7380100
4046871000509;7380100
4046871004484;7380100
4046871004491;7380100
7710059;7710059
4042441004120;7710059
4042441004137;7710059
8411852121720;7710024
18411852121727;7710024
7380268;7380268
8410207111423;7380268
18410207119143;7380268
8441160;8441160
400020148;8441160
8441171;8441171
400020150;8441171
400020152;8441171
8441182;8441182
400020154;8441182
8441193;8441193
400020156;8441193
8440401;8440401
400020158;8440401
8440750;8440750
400020160;8440750
640020160;8440750
8440762;8440762
8440784;8440784
2970201;8440493
2972015;8440493
8440493;8440493
8440530;8440530
8447751;8447751
8447854;8447854
8447950;8447950
4000530574244;7910644
4000530605955;7910645
4000530646743;7910597
4000530671691;7910570
4000530641526;7912097
4000530535009;7910638
4000530535016;7914562
4000530550859;7915623
8520396;8520396
